cycle,cycle_time_s,frequency_hz,nominal_frequency_hz,strain_amplitude,stress_amplitude_mpa,phase_lag_deg,E_star_mpa,E_storage_mpa,E_loss_mpa,tan_delta,fit_r2_min,reliable,steady_state
29,51.96400247826087,1.0121426756801355,1.0,0.0016083468858039522,2.773602193728871,6.6508250831542775,1724.5049673114836,1712.8997698118364,199.72921884526352,0.11660298072618921,0.9959659310944969,True,True
30,52.95150251821863,1.0131712259371888,1.0,0.0016066309975009388,2.7737706108699762,6.6276528758070254,1726.4515717575998,1714.9140021087883,199.26112263937907,0.11619306996989498,0.9960050692831017,True,True
31,53.93500255249746,1.0204092044991888,1.0,0.0016032313558021313,2.766010885304632,6.58703127204087,1725.2724476067503,1713.8835029254467,197.90997163100948,0.11547457647686948,0.9961723230368286,True,True
32,54.92050259072581,1.0090807173756593,1.0,0.001609963286527652,2.7773649145892385,6.660478234723053,1725.1107139091496,1713.467753614671,200.08806202976834,0.11677375404799398,0.9958393269371965,True,True
33,55.91050264444445,1.0111233681732745,1.0,0.0016060676522597218,2.776871449041091,6.579195657340397,1728.98784502263,1717.6014819489076,198.10128077050481,0.11533599781581791,0.9959477356898914,True,True
34,56.899002686552066,1.0121467734279062,1.0,0.0016107600605260602,2.784423849108756,6.5169893750557195,1728.639738062159,1717.4696914536366,196.19684744093087,0.1142359882198988,0.9958700733848413,True,True
35,57.886002739614995,1.0141987829614634,1.0,0.0016056824904850746,2.776409396835018,6.584571213090147,1729.1148239377437,1717.7090296216293,198.27698786691104,0.11543106803751668,0.9961139481891986,True,True
36,58.87150278904665,1.0152284263959397,1.0,0.0016059592826900332,2.774302440424402,6.595456782941669,1727.5048441934073,1716.0720034679678,198.4184104994377,0.11562359277376404,0.9961046129457377,True,True
37,59.858502835353534,1.0111203010711816,1.0,0.0016082550509106358,2.778943582974727,6.600759543464631,1727.924673018261,1716.4706782504832,198.62549265285867,0.11571738170051829,0.9959805042514457,True,True
38,60.84600288753799,1.0141977543633305,1.0,0.0016056479158767724,2.7770603390277295,6.587388688372793,1729.5574649759385,1718.1389961684238,198.41223374418126,0.11548089775428828,0.9960571148671078,True,True
39,61.891002944796384,0.905797101449276,1.0,0.0006082672469081807,1.139296631308296,2.0595583776326585,1873.0198561558836,1871.8099029630991,67.31321358752766,0.03596156505047333,0.4240597568957295,False,False
40,62.68950297975709,2.028397565922912,2.0,0.0015172773632511128,2.7510848699249153,6.235711027200695,1813.1720254694162,1802.4443162624443,196.94486720418735,0.1092654377321198,0.9945192682416293,True,False
41,63.182503004048584,2.0283975659229414,2.0,0.0015177629316127832,2.750384420429717,6.145238905410943,1812.1304474784765,1801.7174593772722,193.98699764069525,0.10766782362632096,0.9945529383560865,True,False
42,63.67600302828283,2.024295595740063,2.0,0.0015192258149713785,2.7516853783774926,6.1931515134560895,1811.241851777863,1800.671201418934,195.39772263820075,0.10851382666875929,0.9944232757454947,True,False
43,64.16900303042596,2.032532718695419,2.0,0.0015176480287341695,2.747847286627854,5.946329648559932,1810.5958921975878,1800.8537517550765,187.57198520153418,0.10415725597857696,0.994602365236323,True,False
44,64.66200306060607,2.0242792047821894,2.0,0.001519297555705954,2.7512074192185865,6.1073914616170715,1810.8417333299897,1800.5638071225296,192.65969908100507,0.10699965106423714,0.9944098892552802,True,False
45,65.15200312936345,2.057613168724262,2.0,0.0015095547957845775,2.7364930207828233,5.885831022280542,1812.7815091074954,1803.2248998999796,185.89448658515124,0.10309001755436183,0.9947450594323666,True,True
46,65.64600312326044,1.9920358407088545,2.0,0.0015381151121972422,2.7868049752215702,6.235448783297144,1811.831216741989,1801.1123412217917,196.79098622475703,0.10926080607013279,0.9942050510316721,True,True
47,66.14300312170386,2.0325327186954483,2.0,0.001515939084958212,2.7471772826638485,6.093970122928363,1812.195034696646,1801.9545416179255,192.3815836344788,0.10676272857679565,0.9945341246468936,True,True
48,66.6360032,2.0242792047821307,2.0,0.001518335564745309,2.7512686322455617,6.1323300397549,1812.0293669779574,1801.660617247131,193.5702638610159,0.1074399151582632,0.9944823763660304,True,True
49,67.12950315991903,2.0284140236432315,2.0,0.0015176932832243128,2.7497037587467967,6.003717452554102,1811.7651235202802,1801.8277934337325,189.4979303691272,0.10516983424259546,0.9945283469004118,True,True
50,67.62300325252525,2.0242751070841374,2.0,0.001521253535168376,2.752644899361863,6.0736968498902275,1809.4583419043254,1799.301169519317,191.45441351290134,0.1064048736010372,0.9944751429681971,True,True
51,68.11650323279352,2.028381108469712,2.0,0.0015186626243314733,2.7500190113015637,6.068594818233739,1810.8162848296492,1800.668543943142,191.43775034704635,0.10631481901040594,0.9945248502281749,True,True
52,68.60950329149796,2.028414023643173,2.0,0.0015190091579284576,2.749547500150625,6.069743521816259,1810.0927738317978,1799.9452505729828,191.39734799065155,0.10633509432007635,0.9945649953565332,True,True
53,69.1030033010101,2.0242792047821894,2.0,0.0015211918751778543,2.752138684256315,6.157571846638631,1809.1989111725575,1798.7610385593823,194.06036779502486,0.10788557436759179,0.9945224925481204,True,True
54,69.59700332727272,2.024307889132665,2.0,0.0015187462213395032,2.7522328000879184,6.028720257414767,1812.1742536159236,1802.1517958797888,190.3271658899016,0.10561106246712486,0.9944961225011064,True,True
55,70.09050333603238,2.028381108469712,2.0,0.0015178225322338844,2.749644644920392,6.050447273064529,1811.571897587757,1801.4804921425232,190.94705171758653,0.10599451537245948,0.9945653361302593,True,True
56,70.58400337373737,2.024311986963438,2.0,0.0015204914179110915,2.752411760247994,6.0940683568253675,1810.2119668846017,1799.9823503992995,192.17414837389475,0.1067644626244606,0.9944576419190099,True,True
57,71.07650336178861,2.0366391380943116,2.0,0.0015177875271271972,2.7498650448177044,6.068414711279903,1811.7588896138384,1801.6064684895534,191.53173833954426,0.10631164002209778,0.9947659491187547,True,True
58,71.56900344040405,2.0243078891327233,2.0,0.0015362688776544343,2.7906680457710653,6.148132762462839,1816.5231922369214,1806.0751384246955,194.54845745683244,0.10771891673705367,0.9950093621403873,True,True
59,72.23100342839952,1.2048163739364375,1.0,0.00036759091279297033,0.6626444351134326,-2.5310255872797303,1802.6681619483843,1800.909578528055,-79.60648257692313,-0.04420348668587138,0.497007778235249,False,False
60,72.74500344221106,5.050556066222933,5.0,0.0010599203252710226,2.0339599933988977,5.664087361310281,1918.9744218545977,1909.6052739002591,189.39516790167477,0.09918027065082723,0.9942292428017797,True,False
61,72.94450348019804,4.975025372629462,5.0,0.001066403810490249,2.044662242738357,5.227610917820395,1917.3433390099963,1909.368354569097,174.69392152018693,0.09149304328949746,0.9941335949479693,True,False
62,73.14500351741293,5.000075001125111,5.0,0.001060191602849505,2.035300803259151,5.182425797994075,1919.7480887311494,1911.9004489831398,173.40529797260996,0.09069786978963106,0.9939688887248399,True,False
63,73.344503405,5.025201384945359,5.0,0.001074676311734977,2.07053166133476,5.621409366033199,1926.6560905134834,1917.3905456951256,188.72516099250808,0.09842812744447331,0.993658159080769,True,False
64,73.54350353,5.024999371875087,5.0,0.0010578238235881942,2.0286299876310445,5.056842263818484,1917.7389867717525,1910.2746518344254,169.0372028377556,0.0884884289677561,0.9938571854132772,True,False
65,73.7430034676617,5.000075001125111,5.0,0.0010612022587053777,2.032630730638335,5.209775328876588,1915.403697988788,1907.4910142742215,173.9234220346013,0.0911791566686762,0.9939616842340007,True,True
66,73.94200348241208,5.050556066222933,5.0,0.0010514483742772537,2.019745493407813,5.169575884326164,1920.9174152712435,1913.1038612477041,173.0818660965984,0.09047175618772545,0.993740388504902,True,True
67,74.14100358208955,4.999875003124811,5.0,0.0010605752891289103,2.032463404030307,5.303129640489779,1916.3782381726471,1908.1754708496474,177.12121326770875,0.09282228808278441,0.9938163240068377,True,True
68,74.3425034509804,4.926229710091349,5.0,0.0010699868208510327,2.0480769789566833,5.212665962721852,1914.1142106102852,1906.198082726926,173.90250334145998,0.09123002741282923,0.9939104230656242,True,True
69,74.54250358080809,5.075987533374572,5.0,0.0010473260374139657,2.010654956872039,5.257989215398858,1919.798501178013,1911.7202944883597,175.93123874595022,0.09202770889296612,0.9936913512903337,True,True
70,74.740503575,5.025176132423722,5.0,0.001051576392546149,2.023165796067806,5.2777579347684185,1923.9361119254283,1915.7795485458216,176.97142182935173,0.09237567128414251,0.993798115460999,True,True
71,74.94000349751244,5.000075001124756,5.0,0.0010591381377448921,2.030342577442835,5.442533524197708,1916.9761762765177,1908.334119833464,181.82009649974532,0.09527686719535902,0.9937083603553716,True,True
72,75.1405036039604,4.975025372629462,5.0,0.0010752062701730753,2.0635660234869415,5.037359694334127,1919.228040917926,1911.8153228668168,168.51837970176538,0.08814574173883473,0.9941233076432716,True,True
73,75.34100356218906,5.000075001125111,5.0,0.0010586385628211217,2.026777650510983,5.340631602314362,1914.513339765281,1906.2023277100293,178.19655993333942,0.09348250043709243,0.9937908133294935,True,True
74,75.54100358208956,4.999900001999786,5.0,0.0010550923847302892,2.024769206098075,5.358278735051461,1919.0444698505355,1910.6586827326869,179.20679496636413,0.09379320157279827,0.9938173678485721,True,True
75,75.74100364179104,5.000075001125111,5.0,0.001055871652357838,2.024022919903061,5.087127262829566,1916.9213562872635,1909.3706266429115,169.97439896483542,0.0890211657145304,0.9937651320546552,True,True
76,75.94100351243782,5.000075001125111,5.0,0.0010543630011359084,2.022831225880029,5.1707753755392565,1918.5339619284346,1910.7264834734672,172.9071092405821,0.09049286265518136,0.9937017572929777,True,True
77,76.14100365174129,4.999875003124811,5.0,0.0010562526766854333,2.020578267771438,5.458191454015823,1912.9686602187842,1904.295014870327,181.9604114066341,0.09555263758279843,0.9937761497962826,True,True
78,76.34050357,5.025201384945359,5.0,0.001050703213834358,2.013604775434318,5.310606227359259,1916.4353443690525,1908.2092029418739,177.37549705319353,0.09295390504339612,0.9936627075493392,True,True
79,76.78200363649636,1.4619904415064935,2.0,0.0003537932793244721,0.6829915032112196,0.003957309516592488,1930.4818466741763,1930.481842069591,0.1333346756480468,6.906808069487156e-05,0.786941682745382,False,False
80,77.17350362999998,10.100397955680616,10.0,0.00043193055046629887,0.8669342481492097,5.175569375480708,2007.1149105181246,1998.9318093896943,181.0576853774019,0.09057721955641984,0.9945964340308127,True,False
81,77.27300374257426,10.000100000998906,10.0,0.000442834724762009,0.8902910680455597,5.105716432295796,2010.4364410989347,2002.4594141367475,178.9161212235058,0.08934818851279232,0.9948944502948877,True,False
82,77.37300365346536,10.000200004000144,10.0,0.00043914362377500774,0.8866325882294053,5.403553475056958,2019.0036703884045,2010.0314726854508,190.12969219931566,0.09459040556479337,0.9941692507185035,True,False
83,77.47300364356437,10.000100001000327,10.0,0.0004420809936782679,0.8826463523910502,5.4135383362852005,1996.5715898508213,1987.6662817778135,188.3636527650649,0.09476623641096744,0.9941597983040655,True,False
84,77.57300362376238,10.000200004000144,10.0,0.0004373791909938836,0.8843041171616789,4.991757488017792,2021.824849856758,2014.1565249698897,175.92389382775693,0.08734370524176957,0.99450404080855,True,False
85,77.67300360396038,9.999400035998502,10.0,0.0004400086334984678,0.8799041121542212,5.368501474340265,1999.7428349489082,1990.971063956146,187.0979113160489,0.09397319464014571,0.9942778239046608,True,True
86,77.77300382178218,10.000100000998906,10.0,0.00043803675676059044,0.8794396806238747,5.0271575847672905,2007.6846681259983,1999.961657925044,175.92922854917907,0.08796630067983668,0.9944286911990907,True,True
87,77.87350373529414,9.901186162103206,10.0,0.00044774561418959533,0.8974335406096972,5.0462623051723074,2004.337981588099,1996.5691700706695,176.30171173296162,0.0883023310065042,0.9942707279624697,True,True
88,77.97300364646465,10.204185756997363,10.0,0.00043726336073511145,0.8781279376177887,5.065731482815966,2008.2358058573936,2000.3917468438167,177.32431047896037,0.08864479208072097,0.9950964234623525,True,True
89,78.07200372277228,10.000100001000327,10.0,0.00043711758946884,0.8740524906145986,5.3435537537675435,1999.5820613778012,1990.8922664858537,186.216012820373,0.09353394754456754,0.9942018583455752,True,True
90,78.17250366666666,9.900499975248684,10.0,0.00045067619207357667,0.8915958802475491,5.198769190710104,1978.3514104556662,1970.2131559287998,179.26076943102422,0.0909854697150862,0.9942268368345984,True,True
91,78.27300382178218,10.000100000998906,10.0,0.000438429484695688,0.8807195525302207,5.036531817717342,2008.805482463216,2001.0493339486698,176.35483967801838,0.0881311803192865,0.9941979410162823,True,True
92,78.37300373267328,10.000200004000144,10.0,0.0004361290026415317,0.8798312410770324,5.081170976339537,2017.3646690499822,2009.4368794473164,178.671865295507,0.08891638603977928,0.994050172893306,True,True
93,78.47300364356437,10.000100001000327,10.0,0.0004436978251671651,0.8785564527518374,5.227356576471474,1980.0783391733717,1971.8432160495643,180.40111025958066,0.09148856703779948,0.9939287523819555,True,True
94,78.57200374747474,10.204185756997363,10.0,0.00042241446768850796,0.8456488851312174,4.517069116528767,2001.941102440663,1995.7229043446068,157.66504595395978,0.07900147140203154,0.9937756525722671,True,True
95,78.67100365346533,10.000100001000327,10.0,0.00043213936613827194,0.8691484538232919,4.574705039125835,2011.2688681669188,2004.8613427982948,160.41650853468033,0.0800137670921313,0.9935644251776612,True,True
96,78.77100371287129,9.999400035998502,10.0,0.0004381200430443932,0.8677329215538386,5.466053403500491,1980.5825716718334,1971.576487072304,188.66234079393402,0.09569110913575993,0.9937690413746431,True,True
97,78.87100377227723,10.000200004000144,10.0,0.0004349089569066456,0.8668253224184744,4.61597090592305,1993.119039405162,1986.6543272896797,160.3997789915766,0.08073864526316674,0.9942571068198064,True,True
98,78.97100368316832,10.000100000998906,10.0,0.00043269184428689476,0.8664954379853214,4.357159699972578,2002.5693791695198,1996.781626565814,152.1422170095427,0.07619371842438578,0.9941393602550317,True,True
